Text,Label,Score,text_cleaned
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,sadness,0.354,regret thing did tempered time regret thing did not inconsolable sydney j harris
Learning how to use twitter #lost,sadness,0.354,learning use twitter lost
"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",sadness,0.354,yeah figured ornament way wanted spektar desolate gear thought right
Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh,sadness,0.354,corbyn loses walk cry corbyn supporter whispernndo not mourn organisennand laugh laugh
@Netflix_ME penny dreadful season 3?,sadness,0.354,penny dreadful season
#Always #borrow #money from a #pessimist. He won't #expect it #back.,sadness,0.354,borrow money pessimist not expect back
"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco",sadness,0.354,used pawn red woman game now try not fret act amiss royal
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃",sadness,0.354,lol senior year early dismal work study he bos know happened
In serious need of a nap,sadness,0.354,need nap
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),sadness,0.354,aw problem just felt like speaking felt want overcome not discouraged
@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,sadness,0.354,episode bojack incredibly funny got funny stayed drama
"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",sadness,0.354,not know pretending sad angelina brad know dumb as stayed jennifer
@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,sadness,0.35100000000000003,pine nut chestnutpeanutwait wrong film
"Never switched up, stayed down this the same person since day one.",sadness,0.34700000000000003,switched up stayed person day one
Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful,sadness,0.343,not grow weary doing good lasting legacy cgi thankfulmoment
And with rich Fumes his sullen sences cheer'd.,sadness,0.342,rich fume sullen sences cheer would
I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor,sadness,0.34,told chiropractor i good time not long time questioned habit unnerved doctor
"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",sadness,0.333,just decoded blue not getting blue
First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family,sadness,0.333,weekend fall let stay disciplined season goal fitness running sober mindset firstfriday family
Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights,sadness,0.333,people talk halloween nyou dark music itn gothic bloody halloweenhorrornights
"@KhoroshiySoldat --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/",sadness,0.333,preparednnot far know dull reply there survivor member it like said
"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",sadness,0.333,lord amp saviour harambe pray bless ape worldnnhear solemn oath pardon sympathetic hominid
"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",sadness,0.333,say attract see maybe not pessimist not wanna chance lol wait relocate
Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on,sadness,0.333,bro pine green forget nots mediumpurple pickering not lit
@JonathanHatfull I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,sadness,0.333,look forward it hoping lot stetsontilting rueful look whiskey glass
there’s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan,sadness,0.333,shaytan room wallahi dark time lamp on omg shaytan
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",sadness,0.333,heart left long againnslight pout turned smilennheheh just kidding fine
@Bietron 🤓 dont be sad.. btw good night davina..go sleep larh..,sadness,0.333,dont sad btw good night davinago sleep larh
Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,sadness,0.333,refuge recovery boston wed pm healing support addiction recovery buddhism meditation sober cambma meeting harvardsq
More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,sadness,0.333,checking work todaynn coffee drank business nn thursday bring friday
Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta,sadness,0.333,sausage pasta sunk eating sausage tiny bit leftover pasta
"@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways.",sadness,0.333,just respect man pull bun better can like maybe teach way
"Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing.",sadness,0.333,transparency openness dull sell fan group want verb like buying defending building securing
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,sadness,0.333,noticed story recent day paint positive accomplishment trump challenge hillary surprised
No quite sure how Craig Gordon's stayed on the park there !!,sadness,0.333,quite sure craig gordon stayed park
@courtneymee I'm 3 days sober don't wanna ruin it,sadness,0.333,day sober not wanna ruin
I wanna see you smile I don't wanna see you make a frown,sadness,0.333,wanna smile not wanna make frown
@KurakkuSora he is.\nSure his mind was clouded but...],sadness,0.333,isnsure mind clouded but
Snores on TL. Boredom sunk in.,sadness,0.333,snore tl boredom sunk in
Season 3 of penny dreadful is on Netflix...well my afternoon is filled,sadness,0.333,season penny dreadful netflixwell afternoon filled
Do not grow weary in doing good.'\n\n-@billclinton,sadness,0.325,not grow weary doing goodnn
@SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.,sadness,0.322,not expect woman violent amp discourage it really raising boy
"LOL! @TheFrankJLopes was just awarded the “F” bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious",sadness,0.321,lol just awarded f bomb trophy autodealerlive
Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce,sadness,0.32,jay z brad pitt cheated bey stayed angie left cheater love lust sex couple relationship date marriage divorce
"Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural",sadness,0.318,carry wayward son peace done lay weary head rest not more supernatural
@Vixen85Webster yep &amp; I stayed in pjs all day too lol x,sadness,0.312,yep amp stayed pjs day lol x
For those of you who I have footage of but didn’t make it into this mix—don’t get discouraged! I ran out of room on the beat this week.,sadness,0.312,footage did not make mixdo not discouraged ran room beat week
@superbatlane it's true also that he doesn't escape until almost all the car sunk,sadness,0.312,true doe not escape car sunk
ordered my vacation bathing suits. one less thing to fret about.,sadness,0.312,ordered vacation bathing suit thing fret about
@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,sadness,0.312,italy round let not drop play big result guy blue
"@GriffinLaneP @Mediaite The Left has been protected so long, they've lost their reasoning power.",sadness,0.312,left protected long lost reasoning power
New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,sadness,0.312,new job training meat eating oh well also got approved drive lyft just need car day sober
If you sober better roll another Dutch or if u don't smoke nigga better pour another cup 🍁🍾...,sadness,0.312,sober better roll dutch u not smoke nigga better pour cup
Just put the winter duvet on ☃️❄️🌬☔️ #serious,sadness,0.312,just winter duvet
"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",sadness,0.312,not need mask gladly make donation help ur name mr ty rex initial only
